title,name,description,type,format,comments,examples,namespace,iri,constraints
Event,higherGeographyID,An identifier for the geographic region within which the dcterms:Location occurred.,string,default,Recommended best practice is to use a globally unique identifier.,"`http://vocab.getty.edu/tgn/1002002`  (Antártida e Islas del Atlántico Sur, Territorio Nacional de la Tierra del Fuego, Argentina).",dwc,http://rs.tdwg.org/dwc/terms/higherGeographyID,
Event,higherGeography,A list (concatenated and separated) of geographic names less specific than the information captured in the dwc:locality term.,string,default,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `), with terms in order from least specific to most specific.","`North Atlantic Ocean`; `South America | Argentina | Patagonia | Parque Nacional Nahuel Huapi | Neuquén | Los Lagos` with accompanying values `South America` (continent) `Argentina` (country), `Neuquén` (first order division), and `Los Lagos` (second order division)",dwc,http://rs.tdwg.org/dwc/terms/higherGeography,
Event,continent,The name of the continent in which the dcterms:Location occurs.,string,default,"Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`Africa`; `Antarctica`; `Asia`; `Europe`; `North America`; `Oceania`; `South America`,dwc,http://rs.tdwg.org/dwc/terms/continent,
Event,waterBody,The name of the water body in which a dcterms:Location occurs.,string,default,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,`Indian Ocean`; `Baltic Sea`; `Hudson River`; `Lago Nahuel Huapi`,dwc,http://rs.tdwg.org/dwc/terms/waterBody,
Event,islandGroup,The name of the island group in which a dcterms:Location occurs.,string,default,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,`Alexander Archipelago`; `Archipiélago Diego Ramírez`; `Seychelles`,dwc,http://rs.tdwg.org/dwc/terms/islandGroup,
Event,island,The name of the island on or near which a dcterms:Location occurs.,string,default,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,`Nosy Be`; `Bikini Atoll`; `Vancouver`; `Viti Levu`; `Zanzibar`,dwc,http://rs.tdwg.org/dwc/terms/island,
Event,country,The name of the country or major administrative unit in which the dcterms:Location occurs.,string,default,"Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`Denmark`; `Colombia`; `España`,dwc,http://rs.tdwg.org/dwc/terms/country,
Event,countryCode,The standard code for the country in which the dcterms:Location occurs.,string,default,"Recommended best practice is to use an ISO 3166-1-alpha-2 country code. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`AR`; `SV`,dwc,http://rs.tdwg.org/dwc/terms/countryCode,
Event,stateProvince,"The name of the next smaller administrative region than country (state, province, canton, department, region, etc.) in which a dcterms:Location occurs.",string,default,"Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if a dcterms:Location spans multiple entities at this administrative level or if a dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`Montana`; `Minas Gerais`; `Córdoba`,dwc,http://rs.tdwg.org/dwc/terms/stateProvince,
Event,county,"The full, unabbreviated name of the next smaller administrative region than dwc:stateProvince (county, shire, department, etc.) in which the dcterms:Location occurs.",string,default,"Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`Missoula`; `Los Lagos`; `Mataró`,dwc,http://rs.tdwg.org/dwc/terms/county,
Event,municipality,"The full, unabbreviated name of the next smaller administrative region than county (city, municipality, etc.) in which a dcterms:Location occurs. Do not use this term for a nearby named place that does not contain the actual location.",string,default,"Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if a dcterms:Location spans multiple entities at this administrative level or if a dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term `higherGeography` or in the term `locality`, or both.",`Holzminden`; `Araçatuba`; `Ga-Segonyana`,dwc,http://rs.tdwg.org/dwc/terms/municipality,
Event,locality,The specific description of the place.,string,default,"Less specific geographic information can be provided in other geographic terms (higherGeography, continent, country, stateProvince, county, municipality, waterBody, island, islandGroup). This term may contain information modified from the original to correct perceived errors or standardize the description.","`Bariloche, 25 km NNE via Ruta Nacional 40 (=Ruta 237)`; `Queets Rainforest, Olympic National Park`",dwc,http://rs.tdwg.org/dwc/terms/locality,
Event,minimumElevationInMeters,"The lower limit of the range of elevation (altitude, usually above sea level), in meters.",number,default,,`-100`; `802`,dwc,http://rs.tdwg.org/dwc/terms/minimumElevationInMeters,"{'required': False, 'minimum': -430, 'maximum': 8850}"
Event,maximumElevationInMeters,"The upper limit of the range of elevation (altitude, usually above sea level), in meters.",number,default,,`-205`; `1236`,dwc,http://rs.tdwg.org/dwc/terms/maximumElevationInMeters,"{'required': False, 'minimum': -430, 'maximum': 8850}"
Event,verticalDatum,The vertical datum used as the reference upon which the values in the elevation terms are based.,string,default,Recommended best practice is to use a controlled vocabulary.,`EGM84`; `EGM96`; `EGM2008`; `PGM2000A`; `PGM2004`; `PGM2006`; `PGM2007`; `epsg:7030`; `unknown`,,http://rs.tdwg.org/dwc/terms/verticalDatum,
Event,minimumDepthInMeters,"The lesser depth of a range of depth below the local surface, in meters.",number,default,,`0`; `100`,dwc,http://rs.tdwg.org/dwc/terms/minimumDepthInMeters,"{'required': False, 'minimum': 0, 'maximum': 11000}"
Event,maximumDepthInMeters,"The greater depth of a range of depth below the local surface, in meters.",number,default,,`0`; `200`,dwc,http://rs.tdwg.org/dwc/terms/maximumDepthInMeters,"{'required': False, 'minimum': 0, 'maximum': 11000}"
Event,minimumDistanceAboveSurfaceInMeters,"The lesser distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation.",number,default,,"`-1.5` (below the surface); `4.2` (above the surface); For a 1.5 meter sediment core from the bottom of a lake (at depth 20m) at 300m elevation: verbatimElevation: `300m` minimumElevationInMeters: `300`, maximumElevationInMeters: `300`, verbatimDepth: `20m`, minimumDepthInMeters: `20`, maximumDepthInMeters: `20`, minimumDistanceAboveSurfaceInMeters: `0`, maximumDistanceAboveSurfaceInMeters: `-1.5`.",dwc,http://rs.tdwg.org/dwc/terms/minimumDistanceAboveSurfaceInMeters,
Event,maximumDistanceAboveSurfaceInMeters,"The greater distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation.",number,default,,"`-1.5` (below the surface); `4.2` (above the surface); For a 1.5 meter sediment core from the bottom of a lake (at depth 20m) at 300m elevation: verbatimElevation: `300m` minimumElevationInMeters: `300`, maximumElevationInMeters: `300`, verbatimDepth: `20m`, minimumDepthInMeters: `20`, maximumDepthInMeters: `20`, minimumDistanceAboveSurfaceInMeters: `0`, maximumDistanceAboveSurfaceInMeters: `-1.5`.",dwc,http://rs.tdwg.org/dwc/terms/maximumDistanceAboveSurfaceInMeters,
Event,locationRemarks,Comments or notes about a dcterms:Location.,string,default,,`under water since 2005`,dwc,http://rs.tdwg.org/dwc/terms/locationRemarks,
Event,decimalLatitude,"The geographic latitude (in decimal degrees, using the spatial reference system given in dwc:geodeticDatum) of the geographic center of a dcterms:Location.",number,default,"Positive values are north of the Equator, negative values are south of it. Legal values lie between -90 and 90, inclusive.",`-41.0983423`,dwc,http://rs.tdwg.org/dwc/terms/decimalLatitude,"{'required': False, 'minimum': -90, 'maximum': 90}"
Event,decimalLongitude,"The geographic longitude (in decimal degrees, using the spatial reference system given in dwc:geodeticDatum) of the geographic center of a dcterms:Location.",number,default,"Positive values are east of the Greenwich Meridian, negative values are west of it. Legal values lie between -180 and 180, inclusive.",`-121.1761111`,dwc,http://rs.tdwg.org/dwc/terms/decimalLongitude,"{'required': False, 'minimum': -180, 'maximum': 180}"
Event,geodeticDatum,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in dwc:decimalLatitude and dwc:decimalLongitude as based.",string,default,"Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`.",`EPSG:4326`; `WGS84`; `NAD27`; `Campo Inchauspe`; `European 1950`; `Clarke 1866`; `unknown`,dwc,http://rs.tdwg.org/dwc/terms/geodeticDatum,
Event,coordinateUncertaintyInMeters,The horizontal distance (in meters) from the given dwc:decimalLatitude and dwc:decimalLongitude describing the smallest circle containing the whole of the dcterms:Location.,integer,default,"Leave the value empty if the uncertainty is unknown, cannot be estimated, or is not applicable (because there are no coordinates). Zero is not a valid value for this term.",`30` (reasonable lower limit on or after 2000-05-01 of a GPS reading under good conditions if the actual precision was not recorded at the time); `100` (reasonable lower limit before 2000-05-01 of a GPS reading under good conditions if the actual precision was not recorded at the time); `71` (uncertainty for a UTM coordinate having 100 meter precision and a known spatial reference system),dwc,http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,"{'required': False, 'minimum': 1, 'maximum': 20037509}"
Event,coordinatePrecision,A decimal representation of the precision of the coordinates given in a dwc:decimalLatitude and dwc:decimalLongitude.,number,default,,`0.00001` (normal GPS limit for decimal degrees); `0.000278` (nearest second); `0.01667` (nearest minute); `1.0` (nearest degree),dwc,http://rs.tdwg.org/dwc/terms/coordinatePrecision,
Event,pointRadiusSpatialFit,"The ratio of the area of the point-radius (dwc:decimalLatitude, dwc:decimalLongitude, dwc:coordinateUncertaintyInMeters) to the area of the true (original, or most specific) spatial representation of a dcterms:Location.",number,default,"Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given point-radius does not completely contain the original representation. The pointRadiusSpatialFit is undefined (and should be left empty) if the original representation is any geometry without area (e.g., a point or polyline) and without uncertainty and the given georeference is not that same geometry (without uncertainty). If both the original and the given georeference are the same point, the pointRadiusSpatialFit is 1. Detailed explanations with graphical examples can be found in the Georeferencing Best Practices, Chapman and Wieczorek, 2020 (https://doi.org/10.15468/doc-gg7h-s853).",`0`; `1`; `1.5708`,dwc,http://rs.tdwg.org/dwc/terms/pointRadiusSpatialFit,"{'required': False, 'minimum': 0}"
Event,footprintWKT,"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines a dcterms:Location.",string,default,"A dcterms:Location may have both a point-radius representation (see dwc:decimalLatitude) and a footprint representation, and they may differ from each other.","`POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))` (the one-degree bounding box with opposite corners at longitude=10, latitude=20 and longitude=11, latitude=21)",dwc,http://rs.tdwg.org/dwc/terms/footprintWKT,
Event,footprintSRS,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geometry given in dwc:footprintWKT is based.",string,default,"Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`. It is also permitted to provide the SRS in Well-Known-Text, especially if no EPSG code provides the necessary values for the attributes of the SRS. Do not use this term to describe the SRS of a dwc:decimalLatitude and dwc:decimalLongitude, nor of any verbatim coordinates - use dwc:geodeticDatum and dwc:verbatimSRS instead.","`epsg:4326`; `GEOGCS['GCS_WGS_1984', DATUM['D_WGS_1984', SPHEROID['WGS_1984',6378137,298.257223563]], PRIMEM['Greenwich',0], UNIT['Degree',0.0174532925199433]]` (WKT for the standard WGS84 Spatial Reference System EPSG:4326)",dwc,http://rs.tdwg.org/dwc/terms/footprintSRS,
Event,footprintSpatialFit,"The ratio of the area of the footprint (footprintWKT) to the area of the true (original, or most specific) spatial representation of a dcterms:Location.",number,default,"Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given footprint does not completely contain the original representation. The dwc:footprintSpatialFit is undefined (and should be left empty) if the original representation is any geometry without area (e.g., a point or polyline) and without uncertainty and the given georeference is not that same geometry (without uncertainty). If both the original and the given georeference are the same point, a dwc:footprintSpatialFit is 1.",`0`; `1`; `1.5708`,dwc,http://rs.tdwg.org/dwc/terms/footprintSpatialFit,
Event,georeferencedBy,"A list (concatenated and separated) of names of people, groups, or organizations who determined the georeference (spatial representation) for a dcterms:Location.",string,default,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,`Brad Millen (ROM)`; `Kristina Yamamoto | Janet Fang`,dwc,http://rs.tdwg.org/dwc/terms/georeferencedBy,
Event,georeferencedByID,An identifier for the Agent who georeferenced the dwc:Event.,string,default,Recommended best practice is to use a globally unique identifier.,`https://orcid.org/0000-0002-1825-0097`,gum,,
Event,georeferencedDate,The date on which a dcterms:Location was georeferenced.,string,default,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`2023-05-04`,dwc,http://rs.tdwg.org/dwc/terms/georeferencedDate,
Event,georeferenceProtocol,"A description or reference to the methods used to determine the spatial footprint, coordinates, and uncertainties.",string,default,,"`Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)`",dwc,http://rs.tdwg.org/dwc/terms/georeferenceProtocol,
Event,georeferenceSources,"A list (concatenated and separated) of maps, gazetteers, or other resources used to georeference a dcterms:Location, described specifically enough to allow anyone in the future to use the same resources.",string,default,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,`https://www.geonames.org/`; `USGS 1:24000 Florence Montana Quad 1967 | Terrametrics 2008 on Google Earth`; `GeoLocate`,dwc,http://rs.tdwg.org/dwc/terms/georeferenceSources,
Event,georeferenceRemarks,"Comments or notes about a spatial description determination, explaining assumptions made in addition or opposition to the those formalized in the method referred to in dwc:georeferenceProtocol.",string,default,,`Assumed distance by road (Hwy. 101)`,dwc,http://rs.tdwg.org/dwc/terms/georeferenceRemarks,
Event,preferredSpatialRepresentation,An indication of which spatial representation best represents the dcterms:Location.,string,default,,`point-radius`; `footprint`,gum,,
GeologicalContext,geologicalContextID,An identifier for a dwc:GeologicalContext.,string,default,,`https://opencontext.org/subjects/e54377f7-4452-4315-b676-40679b10c4d9`,dwc,http://rs.tdwg.org/dwc/terms/geologicalContextID,"{'required': True, 'unique': True}"
GeologicalContext,gatheringEventID,An identifier for a dwc:Event in which a dwc:MaterialEntity was collected.,string,default,Recommended best practice is to use a globally unique identifier.,,gum,http://rs.tdwg.org/dwc/terms/eventID,
GeologicalContext,earliestEonOrLowestEonothem,The full name of the earliest possible geochronologic eon or lowest chrono-stratigraphic eonothem or the informal name ('Precambrian') attributable to the stratigraphic horizon from which a dwc:MaterialEntity was collected.,string,default,,`Phanerozoic`; `Proterozoic`,dwc,http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem,
GeologicalContext,latestEonOrHighestEonothem,The full name of the latest possible geochronologic eon or highest chrono-stratigraphic eonothem or the informal name ('Precambrian') attributable to the stratigraphic horizon from which a dwc:MaterialEntity was collected.,string,default,,`Phanerozoic`; `Proterozoic`,dwc,http://rs.tdwg.org/dwc/terms/latestEonOrHighestEonothem,
GeologicalContext,earliestEraOrLowestErathem,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which a dwc:MaterialEntity was collected.,string,default,,`Cenozoic`; `Mesozoic`,dwc,http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem,
GeologicalContext,latestEraOrHighestErathem,The full name of the latest possible geochronologic era or highest chronostratigraphic erathem attributable to the stratigraphic horizon from which a dwc:MaterialEntity was collected.,string,default,,`Cenozoic`; `Mesozoic`,dwc,http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem,
GeologicalContext,earliestPeriodOrLowestSystem,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which a dwc:MaterialEntity was collected.,string,default,,`Neogene`; `Tertiary`; `Quaternary`,dwc,http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem,
GeologicalContext,latestPeriodOrHighestSystem,The full name of the latest possible geochronologic period or highest chronostratigraphic system attributable to the stratigraphic horizon from which a dwc:MaterialEntity was collected.,string,default,,`Neogene`; `Tertiary`; `Quaternary`,dwc,http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem,
GeologicalContext,earliestEpochOrLowestSeries,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which a dwc:MaterialEntity was collected.,string,default,,`Holocene`; `Pleistocene`; `Ibexian Series`,dwc,http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries,
GeologicalContext,latestEpochOrHighestSeries,The full name of the latest possible geochronologic epoch or highest chronostratigraphic series attributable to the stratigraphic horizon from which a dwc:MaterialEntity was collected.,string,default,,`Holocene`; `Pleistocene`; `Ibexian Series`,dwc,http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries,
GeologicalContext,earliestAgeOrLowestStage,The full name of the earliest possible geochronologic age or lowest chronostratigraphic stage attributable to the stratigraphic horizon from which a dwc:MaterialEntity was collected.,string,default,,`Atlantic`; `Boreal`; `Skullrockian`,dwc,http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage,
GeologicalContext,latestAgeOrHighestStage,The full name of the latest possible geochronologic age or highest chronostratigraphic stage attributable to the stratigraphic horizon from which a dwc:MaterialEntity was collected.,string,default,,`Atlantic`; `Boreal`; `Skullrockian`,dwc,http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage,
GeologicalContext,lowestBiostratigraphicZone,The full name of the lowest possible geological biostratigraphic zone of the stratigraphic horizon from which a dwc:MaterialEntity was collected.,string,default,,`Maastrichtian`,dwc,http://rs.tdwg.org/dwc/terms/lowestBiostratigraphicZone,
GeologicalContext,highestBiostratigraphicZone,The full name of the highest possible geological biostratigraphic zone of the stratigraphic horizon from which a dwc:MaterialEntity was collected.,string,default,,`Blancan`,dwc,http://rs.tdwg.org/dwc/terms/highestBiostratigraphicZone,
GeologicalContext,lithostratigraphicTerms,The combination of all litho-stratigraphic names for the rock from which a dwc:MaterialEntity was collected.,string,default,,`Pleistocene-Weichselien`,dwc,http://rs.tdwg.org/dwc/terms/lithostratigraphicTerms,
GeologicalContext,group,The full name of the lithostratigraphic group from which a dwc:MaterialEntity was collected.,string,default,,`Bathurst`; `Lower Wealden`,dwc,http://rs.tdwg.org/dwc/terms/group,
GeologicalContext,formation,The full name of the lithostratigraphic formation from which a dwc:MaterialEntity was collected.,string,default,,`Notch Peak Formation`; `House Limestone`; `Fillmore Formation`,dwc,http://rs.tdwg.org/dwc/terms/formation,
GeologicalContext,member,The full name of the lithostratigraphic member from which a dwc:MaterialEntity was collected.,string,default,,`Lava Dam Member`; `Hellnmaria Member`,dwc,http://rs.tdwg.org/dwc/terms/member,
GeologicalContext,bed,The full name of the lithostratigraphic bed from which a dwc:MaterialEntity was collected.,string,default,,`Harlem coal`,dwc,http://rs.tdwg.org/dwc/terms/bed,
IdentificationTaxon,identificationID,An identifier for a dwc:Identification (the body of information associated with the assignment of a scientific name to a dwc:Organism). ,string,default,Recommended best practice is to use a globally unique identifier.,,dwc,http://rs.tdwg.org/dwc/terms/identificationID,
IdentificationTaxon,taxonID,An identifier for the set of dwc:Taxon information.,string,default,Recommended best practice is to use a globally unique identifier.,`8fa58e08-08de-4ac1-b69c-1235340b7001`; `32567`; `https://www.gbif.org/species/212`,dwc,http://rs.tdwg.org/dwc/terms/taxonID,
IdentificationTaxon,taxonOrder,The position of a dwc:Taxon in a taxonFormula.,integer,default,,`1`; `2`; `3`,gum,,"{'required': False, 'minimum': 1}"
IdentificationTaxon,kingdom,The full scientific name of the kingdom in which the dwc:scientificName is classified.,string,default,,,dwc,http://rs.tdwg.org/dwc/terms/kingdom,
IdentificationTaxon,scientificName,"The full scientific name, with authorship and date information if known. When forming part of a dc:Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the dwc:verbatimIdentification term.",string,default,,,dwc,http://rs.tdwg.org/dwc/terms/scientificName,
IdentificationTaxon,taxonRank,The taxonomic rank of the most specific name in a dwc:scientificName.,string,default,,,dwc,http://rs.tdwg.org/dwc/terms/taxonRank,
IdentificationTaxon,taxonRemarks,Comments or notes about a dwc:Taxon.,string,default,,`this name is a misspelling in common use`,dwc,http://rs.tdwg.org/dwc/terms/taxonRemarks,
Assertion,assertionID,An identifier for an Assertion.,string,default,Recommended best practice is to use a globally unique identifier.,,dwc,http://rs.tdwg.org/dwc/terms/measurementID,"{'required': True, 'unique': True}"
Assertion,assertionTargetID,An identifier for the target of an Assertion.,string,default,,gum,,,
Assertion,assertionTargetType,The class of the target of an Assertion.,string,default,,`Agent`; `ChronometricAge`; `Collection`; `Event`; `GeneticSequence`; `GeologicalContext`; `Identification`; `Material`; `Media`; `Occurrence`; `OrganismInteraction`,gum,,
Assertion,assertionType,The category that best matches the nature of an Assertion.,string,default,,`mass`; `mean mass`; `weight standard deviation`; `minimum organism quantity`; `water temperature`; `salinity`,gum,,
Assertion,assertionTypeIRI,The IRI of the controlled vocabulary value for the type of Assertion.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,gum,,
Assertion,assertionTypeVocabulary,The reference to the controlled vocabulary where the definitions of values for assertionType are given.,string,default,,,gum,,
Assertion,assertionMadeDate,The date on which the Assertion was created.,string,default,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`2024-07-29`,gum,,
Assertion,assertionEffectiveDate,The date on which the state or measurement of the Assertion was deemed to first be in effect.,string,default,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`2024-07-29`,gum,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,
Assertion,assertionValue,"An asserted value, if it is not numeric.",string,default,,`UV-light`,gum,,
Assertion,assertionValueNumeric,"An asserted value, if it is numeric.",string,default,,`0`; `1`; `14.5`,gum,,
Assertion,assertionUnit,The units associated with an assertionValueNumeric.,string,default,"Recommended best practice is to use a controlled vocabulary such as the Ontology of Units of Measure http://www.wurvoc.org/vocabularies/om-1.8/ of SI units, derived units, or other non-SI units accepted for use within the SI. For units that are composed of multiple parts, use the patterns as given in ""A Primer for Communicating Mathematics via Plain Text"" (https://cse.sc.edu/~fenner/latex-ASCII.pdf) by Stephen Fenner (e.g., `g/cm^3` for grams per cubic centimeter). For other units, provide the value as a recognizable standard (e.g., '%') or written out in full and in the plural (e.g., `individuals`). It is fine to provide non-SI units in the original language of the dataset.",`m`; `g`; `l`; `s`; `°C`; `mm`; `km²`; `%`; `hh:mm:ss`,gum,http://rs.tdwg.org/dwc/terms/measurementUnit,
Assertion,assertionUnitIRI,The IRI for the units of an assertionValueNumeric.,string,default,,,gum,,
Assertion,assertionUnitVocabulary,The reference to the controlled vocabulary where the definitions of values for assertionUnit are given.,string,default,,,gum,,
Assertion,assertionBy,The name of the Agent who made the Assertion.,string,default,,`José E. Crespo`; `Oliver P. Pearson | Anita K. Pearson` (where the value in recordNumber `OPP 7101` corresponds to the collector number for the specimen in the field catalog of Oliver P. Pearson),dwc,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,
Assertion,assertionByID,An identifier for the Agent who made the Assertion.,string,default,Recommended best practice is to use a globally unique identifier.,`https://orcid.org/0000-0002-1825-0097` (for an individual); `https://orcid.org/0000-0002-1825-0097 | https://orcid.org/0000-0002-1825-0098` (for a list of people),gum,,
Assertion,assertionProtocol,"The names of, references to, or descriptions of the methods or protocols used in making an Assertion.",string,default,,,gum,http://rs.tdwg.org/dwc/terms/measurementMethod,
Assertion,assertionCitation,"A list (concatenated and separated) of identifiers (publication, bibliographic reference, global unique identifier, URI) of literature associated with an Assertion.",string,default,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`http://www.sciencemag.org/cgi/content/abstract/322/5899/261`; `Christopher J. Conroy, Jennifer L. Neuwald. 2008. Phylogeographic study of the California vole, Microtus californicus Journal of Mammalogy, 89(3):755-767.`; `Steven R. Hoofer and Ronald A. Van Den Bussche. 2001. Phylogenetic Relationships of Plecotine Bats and Allies Based on Mitochondrial Ribosomal Sequences. Journal of Mammalogy 82(1):131-137. | Walker, Faith M., Jeffrey T. Foster, Kevin P. Drees, Carol L. Chambers. 2014. Spotted bat (Euderma maculatum) microsatellite discovery using illumina sequencing. Conservation Genetics Resources.`",gum,,
Assertion,assertionRemarks,Comments or notes about an Assertion.,string,default,,,gum,http://rs.tdwg.org/dwc/terms/measurementRemarks,
GeneticSequence,geneticSequenceID,An identifier for a GeneticSequence.,string,default,,,gum,,"{'required': True, 'unique': True}"
GeneticSequence,gatheringEventID,An identifier for a dwc:Event in which a dwc:MaterialEntity was collected.,string,default,Recommended best practice is to use a globally unique identifier.,,gum,http://rs.tdwg.org/dwc/terms/eventID,
GeneticSequence,derivedFromMaterialEntityID,An identifier for a dwc:MaterialEntity from which this dwc:MaterialEntity was derived.,string,default,,,gum,,
GeneticSequence,geneticSequenceType,The category that best matches the nature of a GeneticSequence.,string,default,Recommended best practice is to use a controlled vocabulary.,`16S`; `cytochrome b`,gum,,
GeneticSequence,geneticSequence,A string representing nucleotide base pairs.,string,default,,,gum,,
GeneticSequence,geneticSequenceCitation,"A list (concatenated and separated) of identifiers (publication, bibliographic reference, global unique identifier, URI) of literature associated with the GeneticSequence.",string,default,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,,gum,,
GeneticSequence,geneticSequenceRemarks,Comments or notes about a GeneticSequence.,string,default,,,gum,,
Media,mediaID,An identifier for a Media instance.,string,default,,,gum,,"{'required': True, 'unique': True}"
Media,mediaTargetID,An identifier for the target subject of a Media instance.,string,default,,,gum,,
Media,mediaTargetType,The class of the target of a Media instance.,string,default,,`Agent`; `ChronometricAge`; `Collection`; `Event`; `GeneticSequence`; `GeologicalContext`; `Identification`; `Material`; `Media`; `Occurrence`; `OrganismInteraction`,gum,,
Media,mediaType,The category that best matches the nature of an instance of Media.,string,default,,`Sound`; `StillImage`; `MovingImage`; `Text`,gum,,
Media,mediaTypeIRI,The IRI of the controlled vocabulary value for the type of Media.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,gum,,
Media,mediaTypeVocabulary,The reference to the controlled vocabulary where the definitions of values for mediaType are given.,string,default,,,gum,,
Media,accessURI,A URI that uniquely identifies a service that provides a representation of the underlying resource.,string,default,"If this resource can be acquired by an http request, its http URL SHOULD be given. If not, but it has some URI in another URI scheme, that MAY be given here. Value might point to something offline, such as a published CD, etc. For example, the doi of a published CD would be a suitable value.",,ac,http://rs.tdwg.org/ac/terms/accessURI,
Media,WebStatement,A Web URL for a statement of the ownership and usage rights for this resource.,string,default,,,xmpRights,http://ns.adobe.com/xap/1.0/rights/WebStatement,
